Date,Price,Open,High,Low,Change %,,,,
"Dec 11, 2014",7.866,7.866,7.866,7.866,-0.53%,Dec,2014,11,
"Dec 10, 2014",7.908,7.908,7.908,7.908,0.08%,Dec,2014,10,
"Dec 09, 2014",7.902,7.902,7.902,7.902,-0.23%,Dec,2014,09,
"Dec 08, 2014",7.92,7.92,7.92,7.92,-0.24%,Dec,2014,08,
"Dec 05, 2014",7.939,7.939,7.939,7.939,-0.38%,Dec,2014,05,
"Dec 04, 2014",7.969,7.969,7.969,7.969,-0.05%,Dec,2014,04,
"Dec 03, 2014",7.973,7.973,7.973,7.973,0.05%,Dec,2014,03,
"Dec 02, 2014",7.969,7.969,7.969,7.969,-1.14%,Dec,2014,02,
"Dec 01, 2014",8.061,8.061,8.061,8.061,-0.32%,Dec,2014,01,
"Nov 30, 2014",8.087,8.087,8.087,8.087,0.00%,Nov,2014,30,
"Nov 28, 2014",8.087,8.087,8.087,8.087,-0.72%,Nov,2014,28,
"Nov 27, 2014",8.146,8.146,8.146,8.146,0.02%,Nov,2014,27,
"Nov 26, 2014",8.144,8.144,8.144,8.144,-0.18%,Nov,2014,26,
"Nov 25, 2014",8.159,8.159,8.159,8.159,-0.06%,Nov,2014,25,
"Nov 24, 2014",8.164,8.164,8.164,8.164,-0.09%,Nov,2014,24,
"Nov 21, 2014",8.171,8.171,8.171,8.171,0.18%,Nov,2014,21,
"Nov 20, 2014",8.156,8.156,8.156,8.156,-0.10%,Nov,2014,20,
"Nov 19, 2014",8.164,8.164,8.164,8.164,0.11%,Nov,2014,19,
"Nov 18, 2014",8.155,8.155,8.155,8.155,-0.35%,Nov,2014,18,
"Nov 17, 2014",8.184,8.184,8.184,8.184,-0.45%,Nov,2014,17,
"Nov 16, 2014",8.221,8.221,8.221,8.221,0.00%,Nov,2014,16,
"Nov 14, 2014",8.221,8.221,8.221,8.221,-0.06%,Nov,2014,14,
"Nov 13, 2014",8.226,8.226,8.226,8.226,0.85%,Nov,2014,13,
"Nov 12, 2014",8.157,8.157,8.157,8.157,-0.38%,Nov,2014,12,
"Nov 11, 2014",8.188,8.188,8.188,8.188,0.12%,Nov,2014,11,
"Nov 10, 2014",8.178,8.178,8.178,8.178,-0.40%,Nov,2014,10,
"Nov 07, 2014",8.211,8.211,8.211,8.211,0.22%,Nov,2014,07,
"Nov 05, 2014",8.193,8.193,8.193,8.193,-0.84%,Nov,2014,05,
"Nov 03, 2014",8.262,8.262,8.262,8.262,-0.18%,Nov,2014,03,
"Oct 31, 2014",8.277,8.277,8.277,8.277,-0.13%,Oct,2014,31,
"Oct 30, 2014",8.288,8.288,8.288,8.288,-0.37%,Oct,2014,30,
"Oct 29, 2014",8.319,8.319,8.319,8.319,-0.06%,Oct,2014,29,
"Oct 28, 2014",8.324,8.324,8.324,8.324,0.06%,Oct,2014,28,
"Oct 27, 2014",8.319,8.319,8.319,8.319,-0.48%,Oct,2014,27,
"Oct 22, 2014",8.359,8.359,8.359,8.359,-0.16%,Oct,2014,22,
"Oct 21, 2014",8.372,8.372,8.372,8.372,0.14%,Oct,2014,21,
"Oct 20, 2014",8.36,8.36,8.36,8.36,-0.37%,Oct,2014,20,
"Oct 17, 2014",8.391,8.391,8.391,8.391,0.25%,Oct,2014,17,
"Oct 16, 2014",8.37,8.37,8.37,8.37,-0.33%,Oct,2014,16,
"Oct 15, 2014",8.398,8.398,8.398,8.398,0.00%,Oct,2014,15,
"Oct 14, 2014",8.398,8.398,8.398,8.398,-0.26%,Oct,2014,14,
"Oct 13, 2014",8.42,8.42,8.42,8.42,-0.41%,Oct,2014,13,
"Oct 10, 2014",8.455,8.455,8.455,8.455,-0.15%,Oct,2014,10,
"Oct 09, 2014",8.468,8.468,8.468,8.468,0.71%,Oct,2014,09,
"Oct 08, 2014",8.408,8.408,8.408,8.408,-0.53%,Oct,2014,08,
"Oct 07, 2014",8.453,8.453,8.453,8.453,-0.33%,Oct,2014,07,
"Oct 01, 2014",8.481,8.481,8.481,8.481,-0.41%,Oct,2014,01,
"Sep 30, 2014",8.516,8.516,8.516,8.516,0.29%,Sep,2014,30,
"Sep 29, 2014",8.491,8.491,8.491,8.491,0.57%,Sep,2014,29,
"Sep 27, 2014",8.443,8.443,8.443,8.443,0.00%,Sep,2014,27,
"Sep 26, 2014",8.443,8.443,8.443,8.443,-0.49%,Sep,2014,26,
"Sep 25, 2014",8.485,8.485,8.485,8.485,0.04%,Sep,2014,25,
"Sep 24, 2014",8.482,8.482,8.482,8.482,0.20%,Sep,2014,24,
"Sep 23, 2014",8.465,8.465,8.465,8.465,0.33%,Sep,2014,23,
"Sep 22, 2014",8.437,8.437,8.437,8.437,-0.25%,Sep,2014,22,
"Sep 19, 2014",8.458,8.458,8.458,8.458,0.06%,Sep,2014,19,
"Sep 18, 2014",8.453,8.453,8.453,8.453,-0.53%,Sep,2014,18,
"Sep 17, 2014",8.498,8.498,8.498,8.498,-0.01%,Sep,2014,17,
"Sep 16, 2014",8.499,8.499,8.499,8.499,-0.04%,Sep,2014,16,
"Sep 15, 2014",8.502,8.502,8.502,8.502,-0.04%,Sep,2014,15,
"Sep 13, 2014",8.505,8.505,8.505,8.505,0.00%,Sep,2014,13,
"Sep 12, 2014",8.505,8.505,8.505,8.505,-0.04%,Sep,2014,12,
"Sep 11, 2014",8.508,8.508,8.508,8.508,-0.41%,Sep,2014,11,
"Sep 10, 2014",8.543,8.543,8.543,8.543,0.25%,Sep,2014,10,
"Sep 09, 2014",8.522,8.522,8.522,8.522,0.24%,Sep,2014,09,
"Sep 08, 2014",8.502,8.502,8.502,8.502,-0.26%,Sep,2014,08,
"Sep 05, 2014",8.524,8.524,8.524,8.524,0.00%,Sep,2014,05,
"Sep 04, 2014",8.524,8.524,8.524,8.524,0.04%,Sep,2014,04,
"Sep 03, 2014",8.521,8.521,8.521,8.521,0.02%,Sep,2014,03,
"Sep 02, 2014",8.519,8.519,8.519,8.519,-0.36%,Sep,2014,02,
"Sep 01, 2014",8.55,8.55,8.55,8.55,-0.18%,Sep,2014,01,
"Aug 31, 2014",8.565,8.565,8.565,8.565,0.00%,Aug,2014,31,
"Aug 28, 2014",8.565,8.565,8.565,8.565,0.13%,Aug,2014,28,
"Aug 27, 2014",8.554,8.554,8.554,8.554,-0.07%,Aug,2014,27,
"Aug 26, 2014",8.56,8.56,8.56,8.56,0.01%,Aug,2014,26,
"Aug 25, 2014",8.559,8.559,8.559,8.559,0.50%,Aug,2014,25,
"Aug 22, 2014",8.516,8.516,8.516,8.516,0.05%,Aug,2014,22,
"Aug 21, 2014",8.512,8.512,8.512,8.512,0.34%,Aug,2014,21,
"Aug 20, 2014",8.483,8.483,8.483,8.483,-0.61%,Aug,2014,20,
"Aug 19, 2014",8.535,8.535,8.535,8.535,-2.08%,Aug,2014,19,
"Aug 14, 2014",8.716,8.716,8.716,8.716,-0.58%,Aug,2014,14,
"Aug 13, 2014",8.767,8.767,8.767,8.767,-0.88%,Aug,2014,13,
"Aug 12, 2014",8.845,8.845,8.845,8.845,0.32%,Aug,2014,12,
"Aug 11, 2014",8.817,8.817,8.817,8.817,-0.43%,Aug,2014,11,
"Aug 10, 2014",8.855,8.855,8.855,8.855,0.00%,Aug,2014,10,
"Aug 08, 2014",8.855,8.855,8.855,8.855,-0.02%,Aug,2014,08,
"Aug 07, 2014",8.857,8.857,8.857,8.857,-0.12%,Aug,2014,07,
"Aug 06, 2014",8.868,8.868,8.868,8.868,0.38%,Aug,2014,06,
"Aug 05, 2014",8.834,8.834,8.834,8.834,1.03%,Aug,2014,05,
"Aug 04, 2014",8.744,8.744,8.744,8.744,-0.13%,Aug,2014,04,
"Aug 02, 2014",8.755,8.755,8.755,8.755,0.00%,Aug,2014,02,
"Aug 01, 2014",8.755,8.755,8.755,8.755,0.38%,Aug,2014,01,
"Jul 31, 2014",8.722,8.722,8.722,8.722,-0.05%,Jul,2014,31,
"Jul 30, 2014",8.726,8.726,8.726,8.726,0.22%,Jul,2014,30,
"Jul 28, 2014",8.707,8.707,8.707,8.707,0.42%,Jul,2014,28,
"Jul 27, 2014",8.671,8.671,8.671,8.671,0.00%,Jul,2014,27,
"Jul 25, 2014",8.671,8.671,8.671,8.671,0.27%,Jul,2014,25,
"Jul 24, 2014",8.648,8.648,8.648,8.648,-0.18%,Jul,2014,24,
"Jul 23, 2014",8.664,8.664,8.664,8.664,-0.30%,Jul,2014,23,
"Jul 22, 2014",8.69,8.69,8.69,8.69,-0.06%,Jul,2014,22,
"Jul 21, 2014",8.695,8.695,8.695,8.695,-0.87%,Jul,2014,21,
"Jul 20, 2014",8.771,8.771,8.771,8.771,0.00%,Jul,2014,20,
"Jul 18, 2014",8.771,8.771,8.771,8.771,0.40%,Jul,2014,18,
"Jul 17, 2014",8.736,8.736,8.736,8.736,0.13%,Jul,2014,17,
"Jul 16, 2014",8.725,8.725,8.725,8.725,-0.14%,Jul,2014,16,
"Jul 15, 2014",8.737,8.737,8.737,8.737,-0.54%,Jul,2014,15,
"Jul 14, 2014",8.784,8.784,8.784,8.784,0.15%,Jul,2014,14,
"Jul 12, 2014",8.771,8.771,8.771,8.771,0.00%,Jul,2014,12,
"Jul 11, 2014",8.771,8.771,8.771,8.771,0.03%,Jul,2014,11,
"Jul 10, 2014",8.768,8.768,8.768,8.768,0.45%,Jul,2014,10,
"Jul 09, 2014",8.729,8.729,8.729,8.729,0.02%,Jul,2014,09,
"Jul 08, 2014",8.727,8.727,8.727,8.727,0.36%,Jul,2014,08,
"Jul 07, 2014",8.696,8.696,8.696,8.696,0.38%,Jul,2014,07,
"Jul 04, 2014",8.663,8.663,8.663,8.663,0.03%,Jul,2014,04,
"Jul 03, 2014",8.66,8.66,8.66,8.66,0.00%,Jul,2014,03,
"Jul 02, 2014",8.66,8.66,8.66,8.66,-0.88%,Jul,2014,02,
"Jul 01, 2014",8.737,8.737,8.737,8.737,-0.11%,Jul,2014,01,
"Jun 30, 2014",8.747,8.747,8.747,8.747,-0.02%,Jun,2014,30,
"Jun 27, 2014",8.749,8.749,8.749,8.749,0.16%,Jun,2014,27,
"Jun 26, 2014",8.735,8.735,8.735,8.735,0.33%,Jun,2014,26,
"Jun 25, 2014",8.706,8.706,8.706,8.706,-0.13%,Jun,2014,25,
"Jun 24, 2014",8.717,8.717,8.717,8.717,-0.67%,Jun,2014,24,
"Jun 23, 2014",8.776,8.776,8.776,8.776,0.60%,Jun,2014,23,
"Jun 20, 2014",8.724,8.724,8.724,8.724,0.38%,Jun,2014,20,
"Jun 19, 2014",8.691,8.691,8.691,8.691,0.23%,Jun,2014,19,
"Jun 18, 2014",8.671,8.671,8.671,8.671,0.81%,Jun,2014,18,
"Jun 17, 2014",8.601,8.601,8.601,8.601,-0.59%,Jun,2014,17,
"Jun 16, 2014",8.652,8.652,8.652,8.652,0.63%,Jun,2014,16,
"Jun 13, 2014",8.598,8.598,8.598,8.598,0.60%,Jun,2014,13,
"Jun 12, 2014",8.547,8.547,8.547,8.547,0.07%,Jun,2014,12,
"Jun 11, 2014",8.541,8.541,8.541,8.541,-0.29%,Jun,2014,11,
"Jun 10, 2014",8.566,8.566,8.566,8.566,0.20%,Jun,2014,10,
"Jun 09, 2014",8.549,8.549,8.549,8.549,0.41%,Jun,2014,09,
"Jun 06, 2014",8.514,8.514,8.514,8.514,-0.16%,Jun,2014,06,
"Jun 05, 2014",8.528,8.528,8.528,8.528,-0.72%,Jun,2014,05,
"Jun 04, 2014",8.59,8.59,8.59,8.59,-0.10%,Jun,2014,04,
"Jun 03, 2014",8.599,8.599,8.599,8.599,-0.73%,Jun,2014,03,
"Jun 02, 2014",8.662,8.662,8.662,8.662,0.19%,Jun,2014,02,
"May 30, 2014",8.646,8.646,8.646,8.646,-0.29%,May,2014,30,
"May 29, 2014",8.671,8.671,8.671,8.671,-0.37%,May,2014,29,
"May 28, 2014",8.703,8.703,8.703,8.703,0.32%,May,2014,28,
"May 27, 2014",8.675,8.675,8.675,8.675,-0.03%,May,2014,27,
"May 26, 2014",8.678,8.678,8.678,8.678,0.47%,May,2014,26,
"May 25, 2014",8.637,8.637,8.637,8.637,0.00%,May,2014,25,
"May 23, 2014",8.637,8.637,8.637,8.637,-0.86%,May,2014,23,
"May 22, 2014",8.712,8.712,8.712,8.712,-0.68%,May,2014,22,
"May 21, 2014",8.772,8.772,8.772,8.772,-0.95%,May,2014,21,
"May 20, 2014",8.856,8.856,8.856,8.856,-0.09%,May,2014,20,
"May 19, 2014",8.864,8.864,8.864,8.864,0.32%,May,2014,19,
"May 16, 2014",8.836,8.836,8.836,8.836,0.59%,May,2014,16,
"May 15, 2014",8.784,8.784,8.784,8.784,-0.01%,May,2014,15,
"May 13, 2014",8.785,8.785,8.785,8.785,0.63%,May,2014,13,
"May 12, 2014",8.73,8.73,8.73,8.73,-0.21%,May,2014,12,
"May 09, 2014",8.748,8.748,8.748,8.748,-0.15%,May,2014,09,
"May 08, 2014",8.761,8.761,8.761,8.761,-0.47%,May,2014,08,
"May 07, 2014",8.802,8.802,8.802,8.802,0.27%,May,2014,07,
"May 06, 2014",8.778,8.778,8.778,8.778,0.48%,May,2014,06,
"May 05, 2014",8.736,8.736,8.736,8.736,-0.85%,May,2014,05,
"May 02, 2014",8.811,8.811,8.811,8.811,-0.22%,May,2014,02,
